Age,Education_Level,Years_of_Experience,Programming_Languages_Proficiency,Web_Development_Proficiency,Mobile_Development_Proficiency,Data_Science_Proficiency,DevOps_Proficiency,Cybersecurity_Proficiency,AI_ML_Proficiency,Game_Development_Proficiency,Database_Proficiency,API_Proficiency,Full_Stack_Proficiency,Problem_Solving_Skills,Communication_Skills,Time_Management_Skills,Collaboration_Skills,UI_UX_Proficiency,Graphic_Design_Proficiency,Prototyping_Wireframing_Skills,Web_Security_Knowledge,Performance_Optimization_Skills,SEO_Knowledge,Testing_Debugging_Skills,Staying_Updated_Skills,Flexibility,Preferred_work_environment,Career_goal,Preferred_technology_stack,Predicted_career_path
23,High School,8,6,3,1,4,5,1,1,10,4,4,4,2,1,5,1,1,1,1,5,7,10,10,9,2,Startup,Project Management,Godot Engine,Game Development
32,Associate Degree,7,10,1,2,4,10,7,1,1,2,1,4,1,9,10,6,6,6,7,10,7,8,6,3,1,Startup,Specialized Technical Expert,Network Security,Network Administration
29,Bachelor's Degree,2,9,10,8,3,2,4,1,4,8,7,10,8,9,7,1,4,2,4,2,4,9,2,8,2,Freelance,Technical Leadership,React Native,Mobile Development
35,Bachelor's Degree,2,6,5,1,5,5,8,3,2,4,4,1,6,6,1,2,3,10,8,3,5,3,8,6,3,Corporate,Specialized Technical Expert,Snort,Cybersecurity
35,Associate Degree,10,9,8,8,4,1,4,3,4,7,8,10,1,5,5,5,7,10,3,10,3,9,2,9,2,Remote,Project Management,Flutter,Web Development
33,Associate Degree,4,5,3,3,8,5,1,10,3,5,2,1,5,6,9,2,6,5,7,6,4,4,4,2,9,Corporate,Entrepreneur,Python,AI/ML
32,Master's Degree,2,9,3,1,7,3,1,8,3,9,5,4,4,10,5,7,7,7,2,3,5,2,8,4,6,Startup,Specialized Technical Expert,Scikit-learn,Data Science
30,Master's Degree,10,6,2,4,4,2,9,2,5,4,3,3,3,3,10,6,10,10,4,8,3,1,8,9,8,Startup,Specialized Technical Expert,Nmap,Cybersecurity
24,Ph.D.,8,8,4,4,2,1,4,4,4,4,3,3,1,9,10,5,3,9,4,8,5,4,9,8,5,Corporate,Entrepreneur,XML,Technical Writing
34,High School,8,5,8,8,2,1,1,5,5,8,8,8,6,2,6,8,8,2,9,3,2,3,1,2,2,Freelance,Technical Leadership,Kotlin,Mobile Development
23,Ph.D.,3,5,1,3,2,10,9,5,1,3,2,5,4,2,9,6,9,10,9,1,9,8,3,7,3,Remote,Specialized Technical Expert,Cisco,Network Administration
24,Associate Degree,7,7,2,3,2,4,3,1,9,1,3,3,8,4,6,1,8,6,3,2,7,3,7,6,3,Startup,Project Management,Godot Engine,Game Development
32,Master's Degree,5,10,8,7,2,5,3,3,5,8,7,7,10,1,9,10,2,4,1,4,7,1,2,8,6,Remote,Entrepreneur,Swift,Mobile Development
26,High School,5,10,1,2,4,10,10,2,3,3,1,5,8,5,6,8,9,9,2,5,6,6,8,6,3,Corporate,Technical Leadership,Juniper,Network Administration
27,Associate Degree,8,9,2,4,5,2,9,3,4,2,2,2,8,9,2,7,5,4,4,2,8,8,7,6,4,Remote,Project Management,Metasploit,Cybersecurity
23,High School,9,8,3,3,4,1,5,5,2,3,2,3,1,7,10,6,7,4,10,4,3,7,8,6,9,Corporate,Technical Leadership,Adobe FrameMaker,Technical Writing
28,Associate Degree,8,9,2,4,1,10,7,4,1,3,4,2,3,3,2,5,8,7,3,1,6,10,8,1,9,Corporate,Project Management,Network Security,Network Administration
32,Master's Degree,9,7,3,5,7,1,2,8,1,8,6,3,10,3,9,2,10,8,4,1,9,4,7,8,8,Corporate,Specialized Technical Expert,TensorFlow,Data Science
26,Associate Degree,6,10,5,2,4,3,10,2,5,5,3,2,8,3,10,3,7,2,8,3,4,8,7,7,7,Startup,Project Management,Troubleshooting,IT Support
23,Ph.D.,8,6,2,2,3,3,8,2,1,1,2,4,7,4,6,3,10,3,10,6,2,9,4,5,1,Startup,Technical Leadership,Networking Basics,IT Support
30,Bachelor's Degree,5,8,2,2,3,3,7,1,5,3,5,2,3,6,9,8,6,2,9,3,7,7,3,7,10,Remote,Technical Leadership,Nmap,Cybersecurity
24,Associate Degree,6,6,5,4,1,5,1,4,10,2,2,1,7,8,2,9,3,1,7,1,8,6,6,5,6,Corporate,Project Management,CryEngine,Game Development
28,Bachelor's Degree,4,9,1,3,7,3,2,7,3,9,9,5,5,7,8,4,1,2,8,9,4,7,7,3,3,Startup,Project Management,SQL,Data Science
35,Bachelor's Degree,4,6,10,8,1,3,1,4,1,6,6,10,8,2,1,1,5,10,8,4,10,10,1,2,1,Corporate,Technical Leadership,Flutter,Web Development
32,High School,10,5,3,3,5,8,3,2,2,5,7,4,1,3,5,7,9,4,6,7,1,3,5,9,9,Remote,Specialized Technical Expert,Ansible,DevOps
32,High School,6,8,4,3,4,3,2,1,2,1,3,2,10,7,9,8,8,7,8,8,1,4,1,3,4,Corporate,Entrepreneur,XML,Technical Writing
35,Ph.D.,3,5,3,4,2,9,7,1,2,4,4,1,4,5,2,10,1,9,6,7,5,8,4,5,3,Remote,Project Management,CCNP,Network Administration
32,Master's Degree,10,9,7,9,5,1,3,5,4,5,8,8,1,5,6,1,7,10,2,7,3,4,8,2,8,Startup,Entrepreneur,LAMP,Web Development
32,Ph.D.,8,6,10,7,5,1,2,4,1,5,8,10,3,2,4,5,2,8,9,1,6,6,7,4,6,Corporate,Entrepreneur,MEAN,Web Development
28,Associate Degree,6,6,5,4,1,2,8,3,3,2,4,5,7,5,5,8,2,6,10,5,6,7,10,9,10,Startup,Technical Leadership,Nmap,Cybersecurity
23,Master's Degree,9,9,7,10,2,2,5,2,5,7,6,7,7,9,1,9,10,10,2,2,9,1,9,6,2,Corporate,Entrepreneur,MEAN,Web Development
30,Associate Degree,10,9,3,5,7,5,1,7,1,1,4,4,6,5,2,5,7,1,2,6,2,6,4,9,10,Remote,Project Management,PyTorch,AI/ML
32,Ph.D.,7,10,9,7,2,5,2,2,1,9,7,10,1,8,1,5,3,10,3,2,6,1,7,9,5,Startup,Project Management,JAMstack,Web Development
27,Bachelor's Degree,4,10,2,4,4,9,9,4,5,2,4,4,5,9,9,4,7,3,6,7,5,5,9,1,3,Freelance,Project Management,Cisco,Network Administration
25,Ph.D.,9,6,3,5,3,5,4,5,8,2,1,4,7,8,9,3,7,1,8,3,5,6,4,1,4,Corporate,Project Management,Unreal Engine,Game Development
28,Master's Degree,9,8,4,3,5,9,9,4,3,3,5,1,6,10,10,7,1,1,9,7,2,1,3,8,6,Remote,Entrepreneur,Juniper,Network Administration
33,Ph.D.,7,8,2,1,1,10,3,4,5,6,6,3,4,5,7,3,1,1,5,8,2,5,7,4,7,Remote,Specialized Technical Expert,Kubernetes,DevOps
27,High School,6,6,4,1,4,3,3,2,5,1,2,2,9,10,3,10,7,10,2,1,4,6,8,7,7,Corporate,Entrepreneur,MS Word,Technical Writing
23,Associate Degree,5,5,4,4,3,2,10,5,4,2,2,2,7,6,4,5,2,3,5,1,4,3,9,6,2,Freelance,Project Management,Kali Linux,Cybersecurity
24,Ph.D.,8,9,8,7,1,1,1,5,5,6,6,9,8,3,3,3,6,6,6,7,6,3,9,1,9,Startup,Project Management,Kotlin,Mobile Development
34,Bachelor's Degree,3,9,5,3,3,7,9,5,5,4,5,3,3,7,7,10,3,3,4,3,4,7,5,3,6,Remote,Technical Leadership,Cisco,Network Administration
26,Bachelor's Degree,7,5,3,5,4,3,4,2,1,2,4,4,4,5,8,1,5,4,3,9,4,10,2,7,5,Remote,Technical Leadership,MadCap Flare,Technical Writing
24,Ph.D.,7,9,8,9,3,3,5,3,3,6,5,8,6,10,7,3,6,7,10,2,2,1,9,2,4,Corporate,Technical Leadership,React Native,Web Development
28,High School,3,6,2,3,1,1,2,1,5,5,3,1,8,3,8,1,2,10,5,7,9,4,1,7,5,Freelance,Specialized Technical Expert,MS Word,Technical Writing
23,High School,9,8,5,5,2,1,8,1,2,2,5,3,8,7,2,1,2,10,9,2,9,2,7,3,5,Freelance,Project Management,Networking Basics,IT Support
35,Master's Degree,10,6,3,2,4,3,2,1,7,1,2,3,1,6,1,2,6,5,1,8,7,10,1,6,1,Startup,Technical Leadership,Unreal Engine,Game Development
24,Master's Degree,2,7,2,5,1,9,7,3,3,1,1,4,1,3,8,3,2,8,2,10,5,5,10,2,3,Startup,Specialized Technical Expert,CCNA,Network Administration
22,Ph.D.,9,9,3,1,7,4,5,10,4,7,5,1,3,5,10,4,7,5,9,2,10,2,3,7,4,Corporate,Project Management,"Python (NumPy, Pandas, SciPy)",Data Science
26,High School,4,8,5,1,2,3,8,1,5,5,4,2,4,4,6,6,7,5,7,10,2,4,5,10,3,Remote,Technical Leadership,Windows Server,IT Support
31,Master's Degree,3,5,5,2,10,2,3,10,3,5,9,1,8,9,5,7,1,5,3,8,3,3,10,6,9,Freelance,Specialized Technical Expert,TensorFlow,Data Science
